GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC04_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC04_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC04_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104,HC01_VC108,HC02_VC108,HC03_VC108,HC04_VC108,HC01_VC109,HC02_VC109,HC03_VC109,HC04_VC109,HC01_VC110,HC02_VC110,HC03_VC110,HC04_VC110
8600000US20851,20851,ZCTA5 20851,14930,875,14930,,7803,663,52.3,2.6,7127,498,47.7,2.6,1334,283,8.9,1.6,757,182,5.1,1.2,784,177,5.3,1.2,946,218,6.3,1.5,971,223,6.5,1.4,2996,504,20.1,2.8,1845,282,12.4,1.9,2244,297,15.0,1.8,909,170,6.1,1.2,815,173,5.5,1.2,894,142,6.0,0.9,315,100,2.1,0.7,120,68,0.8,0.5,33.9,1.3,,,11534,696,77.3,1.8,10939,667,73.3,2.1,1766,194,11.8,1.4,1329,147,8.9,1.0,11534,696,11534,,5908,529,51.2,2.8,5626,410,48.8,2.8,1329,147,1329,,554,88,41.7,5.5,775,120,58.3,5.5,14930,875,14930,,14287,914,95.7,2.1,643,315,4.3,2.1,14287,914,95.7,2.1,8517,868,57.0,5.1,1475,375,9.9,2.6,7,11,0.0,0.1,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,2215,396,14.8,2.5,315,131,2.1,0.9,686,346,4.6,2.3,548,264,3.7,1.7,30,28,0.2,0.2,112,70,0.8,0.5,59,48,0.4,0.3,465,297,3.1,2.0,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,2073,811,13.9,5.2,643,315,4.3,2.1,11,17,0.1,0.1,170,234,1.1,1.6,102,91,0.7,0.6,9,14,0.1,0.1,14930,875,14930,,8857,899,59.3,5.2,1583,376,10.6,2.6,235,237,1.6,1.6,2506,378,16.8,2.4,124,138,0.8,0.9,2310,825,15.5,5.3,14930,875,14930,,4987,724,33.4,3.6,227,171,1.5,1.1,31,34,0.2,0.2,15,25,0.1,0.2,4714,716,31.6,3.7,9943,579,66.6,3.6,5766,440,38.6,2.8,1438,371,9.6,2.5,0,19,0.0,0.2,2215,396,14.8,2.5,0,19,0.0,0.2,57,48,0.4,0.3,467,206,3.1,1.4,196,143,1.3,1.0,271,154,1.8,1.1,5248,177,,,7911,485,7911,,4033,392,51.0,3.1,3878,296,49.0,3.1
8600000US20852,20852,ZCTA5 20852,45962,1091,45962,,21842,797,47.5,1.3,24120,794,52.5,1.3,2694,304,5.9,0.6,2413,260,5.2,0.5,2364,398,5.1,0.8,2180,356,4.7,0.8,2576,401,5.6,0.8,8688,685,18.9,1.5,7072,557,15.4,1.1,5585,467,12.2,1.0,2548,323,5.5,0.7,2107,289,4.6,0.6,3606,402,7.8,0.9,2266,283,4.9,0.6,1863,293,4.1,0.6,38.2,1.3,,,37206,837,80.9,1.2,35846,791,78.0,1.2,8996,449,19.6,1.0,7735,421,16.8,1.0,37206,837,37206,,17247,706,46.4,1.2,19959,500,53.6,1.2,7735,421,7735,,3097,241,40.0,2.7,4638,357,60.0,2.7,45962,1091,45962,,44189,1132,96.1,1.0,1773,453,3.9,1.0,44189,1132,96.1,1.0,30826,1121,67.1,2.1,3445,816,7.5,1.7,182,93,0.4,0.2,8,16,0.0,0.1,37,52,0.1,0.1,0,25,0.0,0.1,8,12,0.0,0.1,8509,633,18.5,1.3,1592,330,3.5,0.7,3264,480,7.1,1.1,499,197,1.1,0.4,702,256,1.5,0.5,1104,310,2.4,0.7,312,137,0.7,0.3,1036,354,2.3,0.8,30,35,0.1,0.1,0,25,0.0,0.1,30,35,0.1,0.1,0,25,0.0,0.1,0,25,0.0,0.1,1197,591,2.6,1.3,1773,453,3.9,1.0,194,101,0.4,0.2,121,99,0.3,0.2,685,232,1.5,0.5,15,24,0.0,0.1,45962,1091,45962,,32244,1188,70.2,2.3,3996,842,8.7,1.8,467,180,1.0,0.4,9585,734,20.9,1.5,225,181,0.5,0.4,1471,599,3.2,1.3,45962,1091,45962,,6118,782,13.3,1.6,431,254,0.9,0.6,463,207,1.0,0.4,158,183,0.3,0.4,5066,728,11.0,1.5,39844,1090,86.7,1.6,26263,962,57.1,2.1,3273,809,7.1,1.7,117,73,0.3,0.2,8509,633,18.5,1.3,12,21,0.0,0.1,125,93,0.3,0.2,1545,433,3.4,0.9,78,61,0.2,0.1,1467,420,3.2,0.9,21171,242,,,29082,864,29082,,13449,638,46.2,1.4,15633,534,53.8,1.4
8600000US20853,20853,ZCTA5 20853,30336,1111,30336,,15203,701,50.1,1.5,15133,728,49.9,1.5,1823,353,6.0,1.1,1908,279,6.3,0.9,1734,250,5.7,0.8,2009,330,6.6,1.1,1755,264,5.8,0.8,3634,594,12.0,1.8,3618,393,11.9,1.2,4677,405,15.4,1.4,2040,286,6.7,1.0,2201,287,7.3,0.9,2684,241,8.8,0.8,1566,210,5.2,0.7,687,179,2.3,0.6,41.8,1.3,,,23606,882,77.8,1.2,22651,865,74.7,1.5,6107,352,20.1,1.2,4937,263,16.3,0.9,23606,882,23606,,11597,565,49.1,1.4,12009,526,50.9,1.4,4937,263,4937,,2226,204,45.1,3.1,2711,196,54.9,3.1,30336,1111,30336,,29305,1190,96.6,1.2,1031,354,3.4,1.2,29305,1190,96.6,1.2,18250,1094,60.2,3.1,4089,590,13.5,1.8,69,61,0.2,0.2,0,25,0.0,0.1,0,25,0.0,0.1,0,25,0.0,0.1,0,25,0.0,0.1,3693,484,12.2,1.5,352,205,1.2,0.7,482,175,1.6,0.6,551,347,1.8,1.2,99,68,0.3,0.2,675,216,2.2,0.7,696,310,2.3,1.0,838,329,2.8,1.1,130,151,0.4,0.5,0,25,0.0,0.1,20,39,0.1,0.1,44,42,0.1,0.1,66,79,0.2,0.3,3074,932,10.1,3.0,1031,354,3.4,1.2,187,142,0.6,0.5,252,217,0.8,0.7,178,106,0.6,0.3,19,29,0.1,0.1,30336,1111,30336,,19183,1066,63.2,3.1,4528,561,14.9,1.7,590,278,1.9,0.9,3907,517,12.9,1.6,130,151,0.4,0.5,3243,908,10.7,2.9,30336,1111,30336,,6397,984,21.1,2.7,336,253,1.1,0.8,218,165,0.7,0.5,128,93,0.4,0.3,5715,998,18.8,2.9,23939,793,78.9,2.7,15485,602,51.0,2.5,3922,577,12.9,1.8,18,28,0.1,0.1,3693,484,12.2,1.5,119,148,0.4,0.5,9,13,0.0,0.1,693,326,2.3,1.1,36,42,0.1,0.1,657,313,2.2,1.0,10046,174,,,20176,710,20176,,10024,462,49.7,1.8,10152,555,50.3,1.8
8600000US20854,20854,ZCTA5 20854,50494,960,50494,,25043,743,49.6,0.9,25451,594,50.4,0.9,2318,300,4.6,0.6,3306,320,6.5,0.6,4225,381,8.4,0.7,3839,370,7.6,0.7,1991,290,3.9,0.6,2502,345,5.0,0.7,5223,385,10.3,0.7,9115,477,18.1,0.9,3951,353,7.8,0.7,4023,397,8.0,0.8,6120,339,12.1,0.7,2940,247,5.8,0.5,941,196,1.9,0.4,47.1,0.5,,,37790,763,74.8,0.7,36438,784,72.2,0.8,12490,431,24.7,0.9,10001,363,19.8,0.8,37790,763,37790,,18153,579,48.0,0.9,19637,409,52.0,0.9,10001,363,10001,,4945,263,49.4,1.7,5056,237,50.6,1.7,50494,960,50494,,49062,998,97.2,0.7,1432,345,2.8,0.7,49062,998,97.2,0.7,35979,1087,71.3,1.7,2355,500,4.7,1.0,85,58,0.2,0.1,10,16,0.0,0.1,0,28,0.0,0.1,0,28,0.0,0.1,0,28,0.0,0.1,10425,600,20.6,1.1,2273,470,4.5,0.9,4994,546,9.9,1.1,360,204,0.7,0.4,175,117,0.3,0.2,1514,472,3.0,0.9,203,140,0.4,0.3,906,313,1.8,0.6,0,28,0.0,0.1,0,28,0.0,0.1,0,28,0.0,0.1,0,28,0.0,0.1,0,28,0.0,0.1,218,184,0.4,0.4,1432,345,2.8,0.7,199,187,0.4,0.4,57,51,0.1,0.1,857,283,1.7,0.6,70,85,0.1,0.2,50494,960,50494,,37214,1025,73.7,1.5,2656,555,5.3,1.1,244,118,0.5,0.2,11412,639,22.6,1.2,4,9,0.0,0.1,417,222,0.8,0.4,50494,960,50494,,3771,589,7.5,1.1,385,166,0.8,0.3,185,82,0.4,0.2,287,132,0.6,0.3,2914,585,5.8,1.1,46723,1023,92.5,1.1,32670,967,64.7,1.6,2224,474,4.4,0.9,53,48,0.1,0.1,10394,596,20.6,1.1,0,28,0.0,0.1,96,88,0.2,0.2,1286,335,2.5,0.7,90,81,0.2,0.2,1196,329,2.4,0.7,17410,195,,,33788,787,33788,,16525,544,48.9,0.9,17263,448,51.1,0.9
8600000US20855,20855,ZCTA5 20855,14686,889,14686,,7383,621,50.3,2.2,7303,469,49.7,2.2,796,167,5.4,1.1,676,141,4.6,0.9,993,206,6.8,1.4,1370,251,9.3,1.5,898,293,6.1,1.8,1455,278,9.9,1.8,1618,257,11.0,1.6,2571,304,17.5,1.8,1183,177,8.1,1.2,829,167,5.6,1.2,1369,194,9.3,1.3,724,199,4.9,1.4,204,83,1.4,0.6,41.8,2.1,,,11474,708,78.1,2.1,10711,680,72.9,2.4,2832,305,19.3,2.3,2297,282,15.6,2.0,11474,708,11474,,5585,470,48.7,2.1,5889,380,51.3,2.1,2297,282,2297,,1059,141,46.1,4.2,1238,200,53.9,4.2,14686,889,14686,,14152,855,96.4,1.7,534,258,3.6,1.7,14152,855,96.4,1.7,9605,689,65.4,3.9,1579,547,10.8,3.6,45,50,0.3,0.3,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,2887,490,19.7,3.0,641,254,4.4,1.7,932,418,6.3,2.7,193,136,1.3,0.9,23,25,0.2,0.2,286,169,1.9,1.2,204,162,1.4,1.1,608,259,4.1,1.8,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,36,33,0.2,0.2,534,258,3.6,1.7,187,185,1.3,1.3,36,47,0.2,0.3,238,116,1.6,0.8,0,19,0.0,0.2,14686,889,14686,,10138,765,69.0,4.1,1814,510,12.4,3.2,153,153,1.0,1.0,3148,506,21.4,3.1,0,19,0.0,0.2,38,34,0.3,0.2,14686,889,14686,,1299,434,8.8,2.9,122,73,0.8,0.5,178,195,1.2,1.3,67,55,0.5,0.4,932,357,6.3,2.4,13387,902,91.2,2.9,8416,576,57.3,3.4,1523,540,10.4,3.5,28,37,0.2,0.3,2887,490,19.7,3.0,0,19,0.0,0.2,0,19,0.0,0.2,533,257,3.6,1.7,1,2,0.0,0.1,532,258,3.6,1.7,4945,250,,,9760,582,9760,,4804,357,49.2,2.2,4956,361,50.8,2.2
8600000US20860,20860,ZCTA5 20860,2566,530,2566,,1231,349,48.0,5.8,1335,238,52.0,5.8,36,43,1.4,1.6,245,183,9.5,5.9,143,77,5.6,2.8,298,148,11.6,4.0,76,55,3.0,2.3,153,109,6.0,4.3,312,154,12.2,4.6,304,133,11.8,4.8,185,101,7.2,4.1,110,85,4.3,3.4,177,85,6.9,3.8,255,116,9.9,4.6,272,143,10.6,5.4,45.4,6.8,,,1939,318,75.6,7.3,1812,298,70.6,9.0,734,205,28.6,9.1,704,196,27.4,8.6,1939,318,1939,,898,209,46.3,5.9,1041,175,53.7,5.9,704,196,704,,232,86,33.0,9.1,472,153,67.0,9.1,2566,530,2566,,2486,529,96.9,3.7,80,95,3.1,3.7,2486,529,96.9,3.7,1650,335,64.3,11.0,545,366,21.2,11.5,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,291,229,11.3,9.1,14,23,0.5,0.9,0,12,0.0,1.3,67,101,2.6,4.1,0,12,0.0,1.3,210,226,8.2,8.9,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,80,95,3.1,3.7,0,12,0.0,1.3,0,12,0.0,1.3,0,12,0.0,1.3,55,101,2.1,4.0,2566,530,2566,,1662,336,64.8,11.1,600,390,23.4,12.3,55,101,2.1,4.0,304,235,11.8,9.3,0,12,0.0,1.3,25,28,1.0,1.1,2566,530,2566,,232,182,9.0,6.4,71,117,2.8,4.5,20,33,0.8,1.3,6,14,0.2,0.5,135,119,5.3,4.2,2334,462,91.0,6.4,1455,290,56.7,12.3,520,368,20.3,11.8,0,12,0.0,1.3,291,229,11.3,9.1,0,12,0.0,1.3,0,12,0.0,1.3,68,93,2.7,3.7,13,21,0.5,0.8,55,101,2.1,4.0,860,102,,,1851,300,1851,,836,189,45.2,5.6,1015,169,54.8,5.6
8600000US20861,20861,ZCTA5 20861,1848,331,1848,,951,145,51.5,3.7,897,205,48.5,3.7,16,25,0.9,1.4,99,46,5.4,2.2,136,77,7.4,3.9,243,121,13.1,5.7,181,101,9.8,4.7,135,94,7.3,5.0,145,91,7.8,5.1,373,142,20.2,6.6,202,107,10.9,5.6,142,77,7.7,4.2,163,86,8.8,4.6,13,21,0.7,1.2,0,12,0.0,1.7,44.6,5.7,,,1499,279,81.1,5.4,1327,243,71.8,6.3,245,89,13.3,5.0,176,87,9.5,4.7,1499,279,1499,,755,137,50.4,4.3,744,167,49.6,4.3,176,87,176,,94,56,53.4,20.0,82,55,46.6,20.0,1848,331,1848,,1814,328,98.2,2.8,34,52,1.8,2.8,1814,328,98.2,2.8,1422,289,76.9,11.5,294,184,15.9,9.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,98,160,5.3,8.2,98,160,5.3,8.2,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,34,52,1.8,2.8,0,12,0.0,1.7,34,52,1.8,2.8,0,12,0.0,1.7,0,12,0.0,1.7,1848,331,1848,,1456,294,78.8,11.5,294,184,15.9,9.7,34,52,1.8,2.8,98,160,5.3,8.2,0,12,0.0,1.7,0,12,0.0,1.7,1848,331,1848,,62,111,3.4,5.9,0,12,0.0,1.7,0,12,0.0,1.7,0,12,0.0,1.7,62,111,3.4,5.9,1786,325,96.6,5.9,1360,292,73.6,13.0,294,184,15.9,9.7,0,12,0.0,1.7,98,160,5.3,8.2,0,12,0.0,1.7,0,12,0.0,1.7,34,52,1.8,2.8,0,12,0.0,1.7,34,52,1.8,2.8,635,111,,,1484,276,1484,,755,137,50.9,4.4,729,165,49.1,4.4
8600000US20862,20862,ZCTA5 20862,260,124,260,,146,82,56.2,10.1,114,51,43.8,10.1,0,12,0.0,11.7,14,23,5.4,8.6,0,12,0.0,11.7,34,50,13.1,16.3,12,24,4.6,8.4,22,35,8.5,12.5,0,12,0.0,11.7,75,57,28.8,13.4,11,21,4.2,7.3,37,41,14.2,17.2,31,35,11.9,13.2,24,20,9.2,9.8,0,12,0.0,11.7,51.6,9.5,,,231,107,88.8,9.7,212,94,81.5,16.2,87,52,33.5,23.8,55,35,21.2,16.6,231,107,231,,124,64,53.7,8.2,107,49,46.3,8.2,55,35,55,,23,19,41.8,20.8,32,22,58.2,20.8,260,124,260,,247,122,95.0,7.0,13,18,5.0,7.0,247,122,95.0,7.0,224,112,86.2,14.5,23,45,8.8,15.6,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,13,18,5.0,7.0,0,12,0.0,11.7,13,18,5.0,7.0,0,12,0.0,11.7,0,12,0.0,11.7,260,124,260,,237,116,91.2,15.6,23,45,8.8,15.6,13,18,5.0,7.0,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,260,124,260,,65,79,25.0,24.6,13,18,5.0,7.0,0,12,0.0,11.7,52,77,20.0,25.0,0,12,0.0,11.7,195,90,75.0,24.6,172,78,66.2,25.4,23,45,8.8,15.6,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,0,12,0.0,11.7,106,36,,,231,107,231,,124,64,53.7,8.2,107,49,46.3,8.2
8600000US20866,20866,ZCTA5 20866,13959,777,13959,,6661,559,47.7,2.8,7298,546,52.3,2.8,975,204,7.0,1.4,1036,232,7.4,1.6,807,211,5.8,1.4,982,228,7.0,1.6,838,188,6.0,1.3,2087,447,15.0,2.9,1834,250,13.1,1.7,2204,289,15.8,1.9,1122,217,8.0,1.6,759,167,5.4,1.3,685,154,4.9,1.1,475,188,3.4,1.3,155,91,1.1,0.6,35.8,1.3,,,10539,577,75.5,2.1,10086,589,72.3,2.3,1608,250,11.5,1.8,1315,230,9.4,1.6,10539,577,10539,,4832,424,45.8,2.6,5707,355,54.2,2.6,1315,230,1315,,515,121,39.2,7.0,800,173,60.8,7.0,13959,777,13959,,13194,776,94.5,2.5,765,352,5.5,2.5,13194,776,94.5,2.5,4022,554,28.8,4.0,6219,657,44.6,3.7,80,95,0.6,0.7,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,9,14,0.1,0.1,2146,440,15.4,3.2,842,291,6.0,2.2,333,239,2.4,1.7,258,248,1.8,1.8,16,26,0.1,0.2,167,114,1.2,0.8,280,273,2.0,1.9,250,204,1.8,1.5,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,727,417,5.2,2.9,765,352,5.5,2.5,165,126,1.2,0.9,21,36,0.2,0.3,196,140,1.4,1.0,24,35,0.2,0.3,13959,777,13959,,4624,629,33.1,4.4,6691,686,47.9,3.9,245,168,1.8,1.2,2644,496,18.9,3.5,0,19,0.0,0.2,803,428,5.8,3.0,13959,777,13959,,1406,425,10.1,2.9,70,106,0.5,0.8,50,64,0.4,0.5,0,19,0.0,0.2,1286,444,9.2,3.0,12553,722,89.9,2.9,3453,450,24.7,3.2,6096,648,43.7,3.8,80,95,0.6,0.7,2082,422,14.9,3.0,0,19,0.0,0.2,161,190,1.2,1.4,681,332,4.9,2.4,11,17,0.1,0.1,670,332,4.8,2.3,4791,202,,,8941,554,8941,,4091,387,45.8,2.7,4850,333,54.2,2.7
8600000US20868,20868,ZCTA5 20868,1012,371,1012,,454,209,44.9,10.6,558,219,55.1,10.6,24,34,2.4,3.5,56,67,5.5,6.4,118,102,11.7,8.1,114,105,11.3,8.5,100,77,9.9,6.6,105,99,10.4,9.2,185,110,18.3,9.7,120,102,11.9,8.0,55,64,5.4,5.8,32,33,3.2,3.4,103,66,10.2,7.4,0,12,0.0,3.2,0,12,0.0,3.2,34.3,14.1,,,729,272,72.0,9.6,689,262,68.1,12.4,127,82,12.5,9.2,103,66,10.2,7.4,729,272,729,,336,130,46.1,7.5,393,163,53.9,7.5,103,66,103,,64,42,62.1,12.5,39,29,37.9,12.5,1012,371,1012,,1012,371,100.0,3.2,0,12,0.0,3.2,1012,371,100.0,3.2,427,238,42.2,18.7,119,113,11.8,12.1,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,466,295,46.0,21.3,82,92,8.1,9.3,18,33,1.8,3.5,0,12,0.0,3.2,0,12,0.0,3.2,162,247,16.0,23.0,27,74,2.7,7.6,177,236,17.5,20.7,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,1012,371,1012,,427,238,42.2,18.7,119,113,11.8,12.1,0,12,0.0,3.2,466,295,46.0,21.3,0,12,0.0,3.2,0,12,0.0,3.2,1012,371,1012,,63,99,6.2,9.5,63,99,6.2,9.5,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,949,360,93.8,9.5,364,220,36.0,18.1,119,113,11.8,12.1,0,12,0.0,3.2,466,295,46.0,21.3,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,0,12,0.0,3.2,290,94,,,714,265,714,,336,130,47.1,8.2,378,160,52.9,8.2
8600000US20871,20871,ZCTA5 20871,16795,824,16795,,7961,621,47.4,2.7,8834,606,52.6,2.7,1477,315,8.8,1.7,1778,272,10.6,1.5,1482,285,8.8,1.6,941,207,5.6,1.2,552,162,3.3,0.9,2146,407,12.8,2.4,3133,371,18.7,2.1,2689,332,16.0,2.0,807,211,4.8,1.3,638,221,3.8,1.3,737,200,4.4,1.2,306,108,1.8,0.6,109,77,0.6,0.5,35.0,1.1,,,11366,575,67.7,1.9,10942,517,65.2,2.0,1538,297,9.2,1.7,1152,231,6.9,1.4,11366,575,11366,,5453,382,48.0,1.8,5913,319,52.0,1.8,1152,231,1152,,533,142,46.3,9.1,619,169,53.7,9.1,16795,824,16795,,15831,791,94.3,1.9,964,332,5.7,1.9,15831,791,94.3,1.9,7882,776,46.9,3.3,2836,427,16.9,2.5,74,77,0.4,0.5,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,4610,485,27.4,3.0,1963,509,11.7,2.9,1369,395,8.2,2.4,284,191,1.7,1.1,16,25,0.1,0.2,490,354,2.9,2.1,283,214,1.7,1.3,205,138,1.2,0.8,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,0,19,0.0,0.2,429,267,2.6,1.6,964,332,5.7,1.9,246,170,1.5,1.0,182,226,1.1,1.3,166,148,1.0,0.9,33,43,0.2,0.3,16795,824,16795,,8660,838,51.6,3.4,3231,423,19.2,2.4,340,344,2.0,2.1,4913,506,29.3,3.0,0,19,0.0,0.2,666,353,4.0,2.1,16795,824,16795,,2197,557,13.1,3.1,93,78,0.6,0.5,314,232,1.9,1.4,137,140,0.8,0.8,1653,501,9.8,2.9,14598,826,86.9,3.1,6627,687,39.5,3.4,2732,414,16.3,2.5,14,22,0.1,0.1,4575,497,27.2,3.0,0,19,0.0,0.2,28,45,0.2,0.3,622,283,3.7,1.6,88,124,0.5,0.7,534,247,3.2,1.4,5392,170,,,9743,561,9743,,4735,391,48.6,2.1,5008,295,51.4,2.1
